"","Soil_DNA_dreid_soil_irrigated_rep1_R1","Soil_DNA_dreid_soil_irrigated_rep2_R1","Soil_DNA_dreid_soil_irrigated_rep3_R1","Soil_DNA_dreid_soil_irrigated_rep4_R1","Soil_DNA_dried_soil_rainfed_rep1_R1","Soil_DNA_dried_soil_rainfed_rep2_R1","Soil_DNA_dried_soil_rainfed_rep3_R1","Soil_DNA_dried_soil_rainfed_rep4_R1","Soil_DNA_fresh_soil_irrigated_rep1_R1","Soil_DNA_fresh_soil_irrigated_rep2_R1","Soil_DNA_fresh_soil_irrigated_rep3_R1","Soil_DNA_fresh_soil_irrigated_rep4_R1","Soil_DNA_fresh_soil_rainfed_rep1_R1","Soil_DNA_fresh_soil_rainfed_rep2_R1","Soil_DNA_fresh_soil_rainfed_rep3_R1","Soil_DNA_fresh_soil_rainfed_rep4_R1","Soil_DNA_incubated_soil_irrigated_rep1_R1","Soil_DNA_incubated_soil_irrigated_rep2_R1","Soil_DNA_incubated_soil_irrigated_rep3_R1","Soil_DNA_incubated_soil_irrigated_rep4_R1","Soil_DNA_incubated_soil_rainfed_rep1_R1","Soil_DNA_incubated_soil_rainfed_rep2_R1","Soil_DNA_incubated_soil_rainfed_rep3_R1","Soil_DNA_incubated_soil_rainfed_rep4_R1","Soil_DNA_reincubated_soil_irrigated_rep1_R1","Soil_DNA_reincubated_soil_irrigated_rep2_R1","Soil_DNA_reincubated_soil_irrigated_rep3_R1","Soil_DNA_reincubated_soil_irrigated_rep4_R1","Soil_DNA_reincubated_soil_rainfed_rep1_R1","Soil_DNA_reincubated_soil_rainfed_rep2_R1","Soil_DNA_reincubated_soil_rainfed_rep3_R1","Soil_DNA_reincubated_soil_rainfed_rep4_R1","Soil_RNA_dreid_soil_irrigated_rep1_R1","Soil_RNA_dreid_soil_irrigated_rep2_R1","Soil_RNA_dreid_soil_irrigated_rep3_R1","Soil_RNA_dreid_soil_irrigated_rep4_R1","Soil_RNA_dried_soil_rainfed_rep1_R1","Soil_RNA_dried_soil_rainfed_rep2_R1","Soil_RNA_dried_soil_rainfed_rep3_R1","Soil_RNA_dried_soil_rainfed_rep4_R1","Soil_RNA_fresh_soil_irrigated_rep4_R1","Soil_RNA_fresh_soil_rainfed_rep1_R1","Soil_RNA_fresh_soil_rainfed_rep2_R1","Soil_RNA_fresh_soil_rainfed_rep4_R1","Soil_RNA_incubated_soil_irrigated_rep1_R1","Soil_RNA_incubated_soil_irrigated_rep2_R1","Soil_RNA_incubated_soil_irrigated_rep3_R1","Soil_RNA_incubated_soil_irrigated_rep4_R1","Soil_RNA_incubated_soil_rainfed_rep2_R1","Soil_RNA_reincubated_soil_irrigated_rep1_R1","Soil_RNA_reincubated_soil_irrigated_rep2_R1","Soil_RNA_reincubated_soil_irrigated_rep3_R1","Soil_RNA_reincubated_soil_irrigated_rep4_R1","Soil_RNA_reincubated_soil_rainfed_rep1_R1","Soil_RNA_reincubated_soil_rainfed_rep2_R1","Soil_RNA_reincubated_soil_rainfed_rep3_R1","Soil_RNA_reincubated_soil_rainfed_rep4_R1"
"Soil_DNA_fresh_soil_irrigated_rep3_R1",0.24448549020343,0.217518798261081,0.222058706059282,0.211876461619139,0.258065285841033,0.246134304660654,0.224200302695747,0.224427542375216,0.126831622462488,0.0613072988080231,0,0.0563936260319043,0.0983573943966793,0.0971296092028916,0.0986959774121243,0.0652432161682659,0.1702192414655,0.162088535777367,0.139892261793956,0.1480235840162,0.201214956001821,0.167330442944755,0.178098560494207,0.157597238099937,0.205646817336941,0.23979635282792,0.233112707525286,0.223584034138635,0.224512917900522,0.195707434594012,0.200724147698363,0.227658220965162,0.257273651037764,0.250454840893492,0.266805019629583,0.252550526728057,0.280258316950007,0.290984090861558,0.250229642785587,0.270888528549803,0.18280690011314,0.179027733426701,0.197778603997738,0.183734557932314,0.176789953625911,0.180918532711497,0.190848442523336,0.206083838442561,0.195671022621309,0.222646703663823,0.262501804637005,0.279856868945246,0.278896347928391,0.294288652897057,0.272397227036653,0.272944170386548,0.272328595818734
"Soil_DNA_fresh_soil_irrigated_rep4_R1",0.236013549747357,0.214919051099396,0.226201575531649,0.201320671710052,0.250190589319718,0.23879735687358,0.21635373858545,0.218101956505263,0.120758459437481,0.0552532354418471,0.0563936260319043,0,0.0810489839345315,0.0883431996251243,0.0827744808609504,0.0617036904198931,0.162768336096861,0.152143049295269,0.132823773600497,0.129901278924834,0.189892670700113,0.158875781763388,0.167102985138962,0.150448595737834,0.211537391979308,0.243101604553032,0.239325516470971,0.224384276105228,0.227898100494487,0.202855362864927,0.202729833672931,0.233558397265875,0.262846859652864,0.251085367309477,0.270469573476276,0.252262448905047,0.285124239735676,0.296363732738205,0.253594996058687,0.275200058075004,0.187693283536036,0.182142860232224,0.201258231704096,0.195433246654518,0.178137155179101,0.176480095269952,0.196630976953804,0.204978102264449,0.196807550582994,0.229689951922005,0.266030478183468,0.286229026682941,0.28202847173635,0.297013025642667,0.276462742180404,0.275149960727552,0.275604383099017
"Soil_DNA_fresh_soil_rainfed_rep1_R1",0.21848261635444,0.223510499142446,0.23828221475296,0.214397922570388,0.21529377844497,0.224106409424279,0.197129925593278,0.211966555988112,0.127105161409091,0.097205013228066,0.0983573943966793,0.0810489839345315,0,0.0991795804030338,0.0924972130565037,0.094691195298916,0.147186818198239,0.154805521719096,0.148135874787541,0.133636544634438,0.144601173880072,0.136996802583564,0.146888557021653,0.138733253925974,0.229028526756809,0.261750727003028,0.26095325372256,0.248297748027033,0.225516178959419,0.213150882494475,0.217202143134696,0.24900181044431,0.271091818656256,0.264075407628885,0.289232852357311,0.266825106336607,0.284283679853986,0.304653165714493,0.259640356460828,0.287190302059188,0.218410308366446,0.190382492256824,0.228600799760254,0.220022658895121,0.191712822941704,0.191476720192835,0.221001450259932,0.227053879648997,0.210219283356813,0.245905246482743,0.286707180893527,0.309094539899094,0.303895279638946,0.306223863138013,0.291669021594308,0.290703579157795,0.293015247530667
"Soil_DNA_fresh_soil_rainfed_rep2_R1",0.202810521719717,0.222563299243968,0.226030409734496,0.208820066166912,0.230945023824817,0.205565200366431,0.199789255905298,0.213509052713637,0.0821700876984665,0.0979836457541214,0.0971296092028916,0.0883431996251243,0.0991795804030338,0,0.0673497604784561,0.0850817742738514,0.132122355054448,0.176803668693038,0.153344760121757,0.148830703529155,0.184148202388688,0.127838739235336,0.148205876031981,0.156716662648435,0.209487848907035,0.25408410776208,0.249276342330507,0.243368597613437,0.240366371638183,0.197062965146631,0.213010370727272,0.242478750052562,0.246741752546006,0.249289520533479,0.265697627420754,0.249076756162804,0.273435884834337,0.281422291465664,0.239704678411702,0.265471387758088,0.208748944326273,0.196447096304408,0.19776544900101,0.208022397646859,0.16760425813203,0.187438813403505,0.206485926672814,0.215050581990072,0.191661579779301,0.225075836218961,0.275107032677159,0.289642625019455,0.286598244901415,0.300321188185687,0.272348684269125,0.273704817411582,0.27617572912223
"Soil_DNA_fresh_soil_rainfed_rep3_R1",0.201184804273896,0.230046502025323,0.235987006654595,0.215453313549193,0.229344582776982,0.208606511894764,0.195147935880246,0.209083684181827,0.0927273509282032,0.0883886243801418,0.0986959774121243,0.0827744808609504,0.0924972130565037,0.0673497604784561,0,0.0735092277534675,0.12977406152455,0.160323038312698,0.140488208012431,0.133148868243676,0.170290103935894,0.130448725274696,0.131282708512223,0.142865348832396,0.214250159732299,0.258835473849715,0.252402887996625,0.247438420914082,0.243901708725028,0.208058452468862,0.213670603160855,0.245538042134092,0.259049050916494,0.25491256983913,0.274406515886577,0.255974891325549,0.283482721186897,0.29401555546378,0.2482091138106,0.275402208196648,0.215110229707376,0.197743275708946,0.206950124330565,0.21237006604697,0.168026795502591,0.184273665929117,0.203070710011528,0.208644657181634,0.189898284022758,0.23234691941276,0.280629487142233,0.296818954967973,0.291936836832228,0.304880471645973,0.280906715639007,0.279874121502684,0.28393793048374
"Soil_DNA_fresh_soil_rainfed_rep4_R1",0.2353003506173,0.221146348579196,0.22813408574255,0.214168067320562,0.255794908275729,0.235653020185936,0.215261984481277,0.220652147375889,0.11943743301106,0.0611861743473839,0.0652432161682659,0.0617036904198931,0.094691195298916,0.0850817742738514,0.0735092277534675,0,0.158584304503157,0.159738297417366,0.141419359274021,0.141878643458488,0.193821491449822,0.156313099918914,0.157653871310409,0.144916179747642,0.202246448890044,0.240053018482839,0.233067423631538,0.228469255099501,0.233560018533237,0.197235760531663,0.199528484711706,0.226797496234317,0.259674607246881,0.252025224135667,0.271090917242074,0.254890964457575,0.286227103530799,0.294214910969992,0.249961517955048,0.271015263244693,0.192820682312442,0.183688981414841,0.197486411866174,0.186569632377826,0.173474065199715,0.174513378150552,0.190341737116228,0.202701792249404,0.193253867975144,0.225984667799723,0.267242027898744,0.283614445633952,0.282730241195824,0.301849593853141,0.276352172666298,0.274046170546945,0.275186074949398
"Soil_DNA_incubated_soil_irrigated_rep1_R1",0.16198484940647,0.250557676035519,0.259577103973037,0.238692807532687,0.225023045221833,0.209789621788485,0.196178257932485,0.228162971484304,0.105961496018615,0.166315652133836,0.1702192414655,0.162768336096861,0.147186818198239,0.132122355054448,0.12977406152455,0.158584304503157,0,0.161600824406618,0.142303559104281,0.130057268915611,0.149653669389141,0.103477329053342,0.117360135240484,0.135791858414119,0.206686687364112,0.2715569842626,0.268220685489228,0.255564347724518,0.249665240865668,0.21284964970782,0.221001657874251,0.259323635054389,0.269704705079952,0.281196651209209,0.303778098895942,0.282965301137708,0.304286513174506,0.320405035894558,0.2705365796279,0.298451229799071,0.281550597242361,0.260020530412689,0.272504926038428,0.279681435882147,0.173259055745322,0.206868078188943,0.22567775445648,0.242569507595305,0.218507470853822,0.243514509305625,0.31261988799728,0.318260388341577,0.3206925788332,0.330726818298013,0.306765497942906,0.30450664498876,0.310849188684836
"Soil_DNA_incubated_soil_irrigated_rep2_R1",0.226241341847238,0.197429056602999,0.234032421057441,0.205917241792734,0.244290124001366,0.231522692933006,0.195226733894695,0.200967146813645,0.191650969123737,0.139277979316576,0.162088535777367,0.152143049295269,0.154805521719096,0.176803668693038,0.160323038312698,0.159738297417366,0.161600824406618,0,0.0757693529283871,0.0999013826303718,0.170294544618127,0.150191816547566,0.14067292025323,0.0969840356733818,0.188908004046881,0.215821213455826,0.21590649449412,0.199082036529116,0.212688923400732,0.191851320736661,0.185949371693962,0.21796982674591,0.285211596534543,0.266348091366427,0.293931292352978,0.27800319534951,0.311009241106657,0.323441917217412,0.27747186910604,0.295618971542942,0.289497276188641,0.278937070389492,0.291052936453218,0.291828708628815,0.237109902496139,0.187559457805131,0.227870021796509,0.251751017908864,0.246728215773342,0.253890249746835,0.282225071204569,0.302465623340376,0.3074170387065,0.322825296752122,0.301991150587299,0.296673968088635,0.293493767304719
"Soil_DNA_incubated_soil_irrigated_rep3_R1",0.216201272474618,0.203547912528363,0.220767700209062,0.199383259840826,0.237541340418679,0.220035103917791,0.190377686506967,0.192161001558551,0.169893285115791,0.132010974950152,0.139892261793956,0.132823773600497,0.148135874787541,0.153344760121757,0.140488208012431,0.141419359274021,0.142303559104281,0.0757693529283871,0,0.0890631695107768,0.166771215143436,0.136902251829475,0.137666628529083,0.0982423189719726,0.178228831095368,0.213021345507748,0.20251164843942,0.193175546419178,0.20551124731506,0.175368816721574,0.174236649690684,0.206310902693468,0.270603304788464,0.255008937454353,0.273472677671167,0.261113190000736,0.297690455510148,0.308369232943328,0.263329697522607,0.282095241002732,0.271583191282134,0.263639641254824,0.268943940798228,0.273142631879377,0.216519274591712,0.178466713375328,0.203916142547806,0.2343713214108,0.225628879909706,0.232136990947185,0.267700770786975,0.283199402027217,0.289181595576408,0.307136040754397,0.283231873653344,0.280158873554738,0.276208056117444
"Soil_DNA_incubated_soil_irrigated_rep4_R1",0.191755905938552,0.205171941499314,0.217796683253196,0.190859531694449,0.213195016381351,0.204010399708676,0.165586588754089,0.189507012252692,0.164457004743794,0.134718982174481,0.1480235840162,0.129901278924834,0.133636544634438,0.148830703529155,0.133148868243676,0.141878643458488,0.130057268915611,0.0999013826303718,0.0890631695107768,0,0.122325215809977,0.105720756696935,0.101829836473914,0.0922576321514275,0.206297336725274,0.234360391466104,0.231411810429235,0.214781707267645,0.223650214314935,0.190654587870114,0.195008964127004,0.224746721341531,0.265320728734135,0.246251373899297,0.268980514076434,0.251093348987056,0.289849545400116,0.303960344595134,0.253132243953718,0.27352183047796,0.271052296895715,0.262270586079355,0.271079795489199,0.275445269497217,0.210753511124693,0.173779205785531,0.210994631985334,0.229362258428588,0.223617661709397,0.232332759641736,0.270770366592864,0.288467647512182,0.289347102638496,0.306562864245269,0.281007551877424,0.278443092445444,0.275463110981236
"Soil_DNA_incubated_soil_rainfed_rep1_R1",0.188520030963402,0.226068749737118,0.23320299923187,0.20775959079489,0.174649220125662,0.215636296512313,0.174750093087346,0.203167732354344,0.187506202733188,0.19496702271375,0.201214956001821,0.189892670700113,0.144601173880072,0.184148202388688,0.170290103935894,0.193821491449822,0.149653669389141,0.170294544618127,0.166771215143436,0.122325215809977,0,0.103892356270722,0.113755180827724,0.126414692335428,0.237613482046898,0.268661998926713,0.269270868377589,0.257078259786439,0.21018128133804,0.213290328003541,0.219138365538589,0.249448701574702,0.265108199734723,0.259762608842474,0.285030522487426,0.268448874030912,0.276501199288772,0.306539635809713,0.252135192424766,0.282460476135055,0.295415958307283,0.261030830987388,0.289861553334687,0.296283588820928,0.221663409036538,0.206465048693932,0.239112918211627,0.253662550947374,0.233886877677006,0.25080567215425,0.29274479928605,0.310071918291389,0.312319086084596,0.3037809008773,0.295480644933294,0.292570345928734,0.292693640148181
"Soil_DNA_incubated_soil_rainfed_rep2_R1",0.159506905726867,0.21980032766164,0.228621237918418,0.207133938649947,0.198526708633355,0.180875358365724,0.153900964033338,0.191054872822947,0.143623503100134,0.164011861290358,0.167330442944755,0.158875781763388,0.136996802583564,0.127838739235336,0.130448725274696,0.156313099918914,0.103477329053342,0.150191816547566,0.136902251829475,0.105720756696935,0.103892356270722,0,0.0929794132680995,0.103416139286528,0.210791247603807,0.254373583313104,0.252295505068409,0.239217750156571,0.2302458438993,0.188508355389305,0.202128972632295,0.239979820203309,0.256140905478511,0.25838999824107,0.27824749608159,0.261752634265452,0.285854802401463,0.300596739723354,0.250700377705791,0.278261370719683,0.289481683936838,0.268969773439038,0.276952521708005,0.2873983621977,0.203769009701073,0.206084988194518,0.232687965503124,0.246575075557886,0.221011247063911,0.242267869342811,0.289828288587318,0.308279476092658,0.309933721379389,0.31785072392628,0.29217880412863,0.293201633523662,0.29239292210502
